,mock_name,data_name,category,question
1453,Capital One Bank,Capital One,,2. How would you handle communication with a customer that was visibly upset?
1454,Capital One Bank,Capital One,,"3. Due to the continued explosion of the digital world, Capital One Bank is becoming more virtual on a day to day basis.  What job duties would you see as being fluent in this role as a Teller with us?"
1455,Capital One Bank,Capital One,,"4. At Capital One Bank,  your job as a Risk Analyst would entail keeping a close eye on interest rates for our clients.  How do you think interest rates will trend in the next year?"
1456,Capital One Bank,Capital One,,"5. If hired for this role here at Capital One Bank,  how would you manage your daily tasks on the job to ensure that your work is completed in a timely and efficient manner?"
1457,Capital One Bank,Capital One,,6. What customer service experience do you have that would greatly benefit the customers at Capital One Bank?
1458,Capital One Bank,Capital One,,"7. In the banking industry, customer service is essential. Give me an example of a time when you provided excellent customer service."
1459,Capital One Bank,Capital One,,8. What has been the most stressful situation that you faced in the workplace and what did you do to ensure that you navigated that situation successfully?
1460,Capital One Bank,Capital One,,"9. If you were having an interaction with a client here at Capital One Bank and you weren't able to answer their question or solve their problem on your own, how would you handle that situation?"
1461,Capital One Bank,Capital One,,10. What do you know about Capital One Bank?
1462,Capital One Bank,Capital One,,11. How would you deal with an irate customer?
1463,Capital One Bank,Capital One,,"12. In your opinion, what are the benefits of banking with Capital One Bank?"
1464,Capital One Bank,Capital One,,13. The banking industry is built on trust and this is no different at Capital One Bank.  Do other people you have worked closely with consider you to be trustworthy?
1465,Capital One Bank,Capital One,,14. How would you rate your ability to learn new software programs on a scale of 1 to 10?
1466,Capital One Bank,Capital One,,15. Tell me about your education. How has it prepared you for this opportunity with Capital One Bank?
1467,Capital One Bank,Capital One,,16. Tell us how you keep your knowledge current with ongoing changes in the banking industry.
1468,Capital One Bank,Capital One,,"17. To get a sense of how you will handle internal auditing processes here at Capital One Bank, what do you feel are important tasks to do once an audit is finished?"
1469,Capital One Bank,Capital One,,"18. If a customer at Capital One Bank had increased savings as their main personal financial goal, what steps would you take with them to get them started down the right path?"
1470,Capital One Bank,Capital One,,"19. In this role with Capital One Bank, we will rely on your organized and methodical approach to provide financial analysis reporting.  What does your current reporting process consist of?"
1471,Capital One Bank,Capital One,,20. What are your top three strengths? How will you use them to make an impact at Capital One Bank?
1472,Capital One Bank,Capital One,,21. What experience do you have in multitasking different duties in any of your prior work experiences?
1473,Capital One Bank,Capital One,,22. The clients of a financial firm like Capital One Bank can display an arrange of emotions when they work with our Client Services team.  How would you handle a situation where a client was very angry?
1474,Capital One Bank,Capital One,,"23. As a Personal Banker at Capital One Bank, how would you select products to suggest to our customers?"
1475,Capital One Bank,Capital One,,24. What do you feel is one unique skill or trait that you could bring to the auditing team here at Capital One Bank?
1476,Capital One Bank,Capital One,,25. What is the highest level of mathematics that you completed during any of your schooling?
1477,Capital One Bank,Capital One,,"26. As  a Personal Banker with Capital One Bank, why is providing tailored customer service important?  How would you make this a priority if hired for this role?"
1478,Capital One Bank,Capital One,,27. Have  you ever had to work with a difficult colleague?  How did you handle that situation?
1479,Intel Corporation,Intel Corporation,Discovery,1. Intel Corporation uses some well-known software programs. Which automation software solutions are you accustomed to using?
1480,Intel Corporation,Intel Corporation,Discovery,2. What are your weaknesses?
1481,Intel Corporation,Intel Corporation,Discovery,3. What are your strengths?
1482,Intel Corporation,Intel Corporation,Discovery,4. What type of work environment do you dislike working in?
1483,Intel Corporation,Intel Corporation,Discovery,5. What skills did you learn in your last position that will help you in this new role with Intel Corporation?
1484,Intel Corporation,Intel Corporation,Discovery,6. What do you think you will like about this role with Intel Corporation?
1485,Intel Corporation,Intel Corporation,Discovery,7. Do you think honesty is always the best policy?
1486,Intel Corporation,Intel Corporation,Discovery,8. It is important to us that Intel Corporation maintains a healthy and collaborative work environment. What kind of people do you enjoy working with?
1487,Intel Corporation,Intel Corporation,Discovery,9. What is your definition of hard work?
1488,Intel Corporation,Intel Corporation,Discovery,10. Sometimes we come across unique problems at Intel Corporation. What makes you a great problem solver?
1489,Intel Corporation,Intel Corporation,Discovery,11. What is your current salary?
1490,Intel Corporation,Intel Corporation,Discovery,12. We value strong tenure at Intel Corporation. Why were you fired or let go from your last job?
1491,Intel Corporation,Intel Corporation,Discovery,"13. If Intel Corporation offered you the position, when would you be available to start?"
1492,Intel Corporation,Intel Corporation,Discovery,14. Time management is the key to productivity at Intel Corporation. How do you manage your time?
1493,Intel Corporation,Intel Corporation,Discovery,15. Do you have any formal education or training in the semiconductor field? How does that training relate to what we do at Intel Corporation?
1494,Intel Corporation,Intel Corporation,Discovery,"16. We try to hire people who want to stay with Intel Corporation long term. What are your long-term career plans, and how do we fit into your plans?"
1495,Intel Corporation,Intel Corporation,General,17. Explain Statistical Process Control (SPC) to me.
1496,Intel Corporation,Intel Corporation,General,"18. At Intel Corporation, we want to hire those with at least a basic understanding of semiconductors. Why are some semiconductors made of silicon?"
1497,Intel Corporation,Intel Corporation,General,19. What do you know about Moore's Law?
1498,Intel Corporation,Intel Corporation,General,20. What can you tell me about the products we offer our clients at Intel?
1499,Intel Corporation,Intel Corporation,General,21. We strive to be the best in our industry. What do you think Intel Corporation could improve on?
1500,Intel Corporation,Intel Corporation,General,"22. We are asking for eight years of industry experience, and you have just five. Why do you think you are qualified for this position with Intel Corporation?"
1501,Intel Corporation,Intel Corporation,General,23. Can you name one of the core values of Intel?
1502,Intel Corporation,Intel Corporation,General,24. The product standards at Intel Corporation are highly regulated. Do you consider yourself meticulous and detail-oriented?
1503,Intel Corporation,Intel Corporation,General,25. What is the biggest difference between Intrinsic and Extrinsic semiconductors?
1504,Intel Corporation,Intel Corporation,Leadership,26. We want to hire motivated leaders at Intel Corporation. What do you find to be the most difficult aspect of leading your current team?
1505,Intel Corporation,Intel Corporation,Situational,27. Tell me about a project you worked on where a conventional approach was not suitable.
1506,Intel Corporation,Intel Corporation,Situational,28. How have you had to adapt your work style to fit the objectives of a team you worked on?
1507,Intel Corporation,Intel Corporation,Situational,"29. At Intel, we build inclusive teams where everyone does their best work, celebrates, and has fun. Can you give me an example of a time you contributed to that type of environment in a professional setting?"
1508,Intel Corporation,Intel Corporation,Situational,30. Tell me about an error or mistake you made because of a breakdown in communication from you or one of your team members.
1509,Intel Corporation,Intel Corporation,Situational,31. We want to ensure that Intel Corporation has the best inventory over our competitors. Have you ever made a suggestion on a product line or item?
1510,Intel Corporation,Intel Corporation,Situational,32. When have you used an inventive method to stretch company resources beyond the normal level?
1511,Intel Corporation,Intel Corporation,Situational,33. Give me an example of a time you had to be extra diligent in order to meet a deadline.
1512,Intel Corporation,Intel Corporation,Situational,34. At Intel Corporation we like to hire natural leaders. When have you taken on a leadership task in the workplace without being asked?
1513,Intel Corporation,Intel Corporation,Situational,35. Tell me about a time you were asked to collaborate on a project with a colleague you did not necessarily see eye-to-eye with. How did you ensure that you got along well and met your deadline?
1514,UnitedHealth Group,UnitedHealth Group,Behavioral,"1. We seek to hire individuals who embrace integrity, which is one of our company's values. When have you demonstrate integrity on the job?"
1515,UnitedHealth Group,UnitedHealth Group,Behavioral,2. Have you ever had to go above and beyond the call of duty on the job in the past? What do you think are some ways team members at UnitedHealth Group do this?
1516,UnitedHealth Group,UnitedHealth Group,Behavioral,3. How would you be able to handle the day-to-day stresses that come with working here?
1517,UnitedHealth Group,UnitedHealth Group,Behavioral,"4. Working at UnitedHealth Group, there are many emotions that staff can experience in a day. Have your emotions ever been in the way of your productivity on the job?"
1518,UnitedHealth Group,UnitedHealth Group,Behavioral,5. How would you describe the personality that you would bring to our team?
1519,UnitedHealth Group,UnitedHealth Group,Behavioral,"6. If hired here, how can we keep you motivated and engaged, even on the days when you feel your work goes unnoticed?"
1520,UnitedHealth Group,UnitedHealth Group,Behavioral,"7. At UnitedHealth Group, we believe in continuous feedback from our members, customers, and network of providers. Tell me about a time you received constructive feedback on the job. What did you do after hearing this?"
1521,UnitedHealth Group,UnitedHealth Group,Direct,"8. In order to work here, you must be able to pass a criminal background check. Will you consent to a full background check upon hire?"
1522,UnitedHealth Group,UnitedHealth Group,Direct,9. What do you know about UnitedHealth Group and what have you learned so far in this interview?
1523,UnitedHealth Group,UnitedHealth Group,Discovery,10. Tell me about yourself.
1524,UnitedHealth Group,UnitedHealth Group,Discovery,11. Why do you want to work for UnitedHealth Group?
1525,UnitedHealth Group,UnitedHealth Group,Discovery,"12. If you were hired today, what would you want to accomplish first in your initial days on the job?"
1526,UnitedHealth Group,UnitedHealth Group,Discovery,13. W have many positions where employees work remotely for a majority of the time. This is one of those roles. How would you be successful in your home office if hired for this position?
1527,UnitedHealth Group,UnitedHealth Group,Discovery,14. Why do you think you will be successful in this role?
1528,UnitedHealth Group,UnitedHealth Group,Discovery,15. What role would you be most comfortable taking on as part of the team here?
1529,UnitedHealth Group,UnitedHealth Group,Discovery,16. What are your weaknesses?
1530,UnitedHealth Group,UnitedHealth Group,Discovery,17. Why should we hire you?
1531,UnitedHealth Group,UnitedHealth Group,Discovery,"18. If hired, would you prefer to work individually or in a team-based position?"
1532,UnitedHealth Group,UnitedHealth Group,Discovery,19. Our diverse workforce helps us live our mission to improve care for the members we serve. What experience do you have working in a culturally diverse environment?
1533,UnitedHealth Group,UnitedHealth Group,Discovery,20. Our company supports a healthy work-life balance for all employees. How do you balance life and work?
1534,UnitedHealth Group,UnitedHealth Group,Discovery,21. We seek to hire individuals who have ambitions of growing their career. Where do you see yourself in 3-5 years?
1535,UnitedHealth Group,UnitedHealth Group,Discovery,"22. If you could expand your knowledge and expertise in any area of your field, which would you choose?"
1536,UnitedHealth Group,UnitedHealth Group,Discovery,23. What is your patient or client care philosophy?
1537,UnitedHealth Group,UnitedHealth Group,Education,24. How has your education and training prepared you for this role?
1538,UnitedHealth Group,UnitedHealth Group,Education,"25. Shifting regulations make our industry ever-changing. How will you keep up to date with new laws, rules, or legislation that impact your field?"
1539,UnitedHealth Group,UnitedHealth Group,Operational,26. When have you shown a willingness to learn a new method or new approach to solving a problem?
1540,UnitedHealth Group,UnitedHealth Group,Operational,27. How would you rate the communication skills you would bring to the UnitedHealth Group team?
1541,UnitedHealth Group,UnitedHealth Group,Operational,28. Why do you think going above and beyond in our work here is important?
1542,UnitedHealth Group,UnitedHealth Group,Operational,29. The health insurance industry is very complex. All of our positions require strong organizational skills and attention to detail. How do you ensure that your work is properly organized and highly accurate?
1543,UnitedHealth Group,UnitedHealth Group,Operational,30. Talk about a time where you took an existing process and used your own creativity to make it better. What did you learn in this situation that you can bring to the team?
1544,UnitedHealth Group,UnitedHealth Group,Situational,31. We strive to delight our customers. Give an example of a time when you brought joy to a customer in a previous role.
1545,UnitedHealth Group,UnitedHealth Group,Situational,32. Have you ever made a critical mistake while on the job? How did you handle the situation and why would this approach be vital here?
1546,UnitedHealth Group,UnitedHealth Group,Situational,33. Tell me about a time you dealt with an unhappy customer or patient. How did you handle the situation and what was the outcome?
1547,UnitedHealth Group,UnitedHealth Group,Situational,34. Have you ever disagreed with direction you received from your manager? What did you do and what was the outcome?
1548,UnitedHealth Group,UnitedHealth Group,Situational,35. We seek to hire those with strong problem-solving skills. When were you able to successfully resolve a problem in the workplace?
1549,UnitedHealth Group,UnitedHealth Group,Situational,36. Think about a difficult boss or colleague you've had during your career. What made them difficult to work with and how did you successfully interact with this person?
1550,UnitedHealth Group,UnitedHealth Group,Teamwork,"37. We take pride in our great relationships with clients, vendors, coworkers, and patients. What are strategies you use to develop great relationships with the people you work with?"
1551,PNC Bank,PNC,Attendance,1. How was your attendance at your last job?
1552,PNC Bank,PNC,Availability,"2. What is your availability? Are you able to work evenings, some weekend days, and occasionally overtime?"
1553,PNC Bank,PNC,Behavioral,3. How well do you perform in environments with people different from you?
1554,PNC Bank,PNC,Behavioral,4. What interests you about this position?
1555,PNC Bank,PNC,Behavioral,5. What are your top three strengths? How will you use them to make an impact at PNC Bank?
1556,PNC Bank,PNC,Behavioral,6. Tell me about a time you showed integrity in your work.
1557,PNC Bank,PNC,Behavioral,7. Tell me about a time you demonstrated trustworthiness.
1558,PNC Bank,PNC,Behavioral,8. Are you a people person or an animal person?
1559,PNC Bank,PNC,Behavioral,9. What are the benefits of banking with PNC Bank?
1560,PNC Bank,PNC,Career Goals,10. Where do you see yourself in five years?
1561,PNC Bank,PNC,Career Goals,11. What do you want to accomplish at PNC Bank?
1562,PNC Bank,PNC,Career Goals,12. Why do you want to pursue a career in the banking industry?
1563,PNC Bank,PNC,Career Goals,13. What is the greatest challenge you have faced in your career so far? How did you overcome it?
1564,PNC Bank,PNC,Communication,14. How would you respond to a customer complaint?
1565,PNC Bank,PNC,Customer Service,15. Give me an example of a time you delivered a great customer service experience.
1566,PNC Bank,PNC,Customer Service,16. How would you deal with an irate customer?
1567,PNC Bank,PNC,Customer Service,"17. In the banking industry, customer service is essential. Give me an example of a time you provided excellent customer service."
1568,PNC Bank,PNC,Education,18. Tell us how you keep your knowledge current with ongoing changes in the banking industry.
1569,PNC Bank,PNC,Education,19. What do you know about PNC Bank?
1570,PNC Bank,PNC,Education,20. Tell me about your education. How has it prepared you for this opportunity with PNC Bank?
1571,PNC Bank,PNC,EQ,21. The banking industry can be stressful. Tell me about a time you worked in a high-pressure situation.
1572,PNC Bank,PNC,Experience,22. Describe a difficult problem and how you approached it.
1573,PNC Bank,PNC,Experience,23. How do you check your work for accuracy?
1574,PNC Bank,PNC,Experience,24. Tell me about your experience in the banking industry.
1575,PNC Bank,PNC,Experience,25. How do you stay organized?
1576,PNC Bank,PNC,Experience,26. When has your attention to detail protected your company's assets?
1577,PNC Bank,PNC,Experience,27. Give me an example of how you keep track of details while engaging in conversation.
1578,PNC Bank,PNC,Experience,28. Tell me about your cash handling experience.
1579,PNC Bank,PNC,Experience,29. Tell me about a goal you achieved and what steps you took to ensure a successful outcome.
1580,PNC Bank,PNC,Experience,30. How does a bank make a profit as a business?
1581,PNC Bank,PNC,Leadership,31. How do you respond to problems that require a quick solution?
1582,PNC Bank,PNC,Leadership,32. Tell me about your favorite manager. What did you enjoy most about working with them?
1583,PNC Bank,PNC,Leadership,33. How do you define success?
1584,PNC Bank,PNC,Logistics,34. Is there anything that would inhibit you from standing for long periods of time?
1585,PNC Bank,PNC,Product Knowledge,"35. Out of all of our products at PNC Bank, which one would you be most likely to use? Why?"
1586,T-Mobile,T-Mobile,Accomplishment,1. Tell me about yourself.
1587,T-Mobile,T-Mobile,Adaptability,2. What was the biggest change you have had to deal with in your career?
1588,T-Mobile,T-Mobile,Behavioral,3. Do you think honesty is always the best policy?
1589,T-Mobile,T-Mobile,Capability,4. What do you think about the prepaid sector of our industry?
1590,T-Mobile,T-Mobile,Career Goals,5. Why do you want to work for T-Mobile?
1591,T-Mobile,T-Mobile,Career Goals,6. How does this position fit with your short- and long-term career goals?
1592,T-Mobile,T-Mobile,Career Goals,7. Why did you choose a career in telecommunications?
1593,T-Mobile,T-Mobile,Career Goals,8. What type of work environment allows you to be the most productive?
1594,T-Mobile,T-Mobile,Communication,9. What would you do if your T-Mobile supervisor did not properly communicate information to you?
1595,T-Mobile,T-Mobile,Compatibility,"10. At T-Mobile, we pride ourselves on being the un-carrier. Tell me a little about your knowledge of this concept."
1596,T-Mobile,T-Mobile,Compatibility,11. When have you given back to the community?
1597,T-Mobile,T-Mobile,Compatibility,12. How important are your company’s sustainability policies to you?
1598,T-Mobile,T-Mobile,Compatibility,13. Why should we hire you to work at T-Mobile?
1599,T-Mobile,T-Mobile,Compatibility,"14. For many years running, T-Mobile has been recognized for customer satisfaction and as a ""Best Place to Work"" and ""Top Employer"" by industry experts, the media, and human rights organizations. How important is this to you in an employer?"
1600,T-Mobile,T-Mobile,Competency,15. How important is fast 5G?
1601,T-Mobile,T-Mobile,Competency,16. Who are T-Mobile's main competitors?
1602,T-Mobile,T-Mobile,Competency,17. What do you know about our customers?
1603,T-Mobile,T-Mobile,Competency,18. How does T-Mobile stand apart from our competitors?
1604,T-Mobile,T-Mobile,Conflict,19. We work hard to keep a harmonious workplace culture at T-Mobile. Have you ever had a conflict with a manager? How did you resolve it?
1605,T-Mobile,T-Mobile,Customer Service,20. Excellent customer service is very important to us at T-Mobile. How do you handle challenging customers?
1606,T-Mobile,T-Mobile,Customer Service,21. Tell me about a time you went above and beyond for a customer.
1607,T-Mobile,T-Mobile,Customer Service,22. What is your approach to Customer Service?
1608,T-Mobile,T-Mobile,Diligence,23. What would you do if you suspected a member of your team was exhibiting unethical behavior at work?
1609,T-Mobile,T-Mobile,Discovery,24. What's your favorite movie or television series streaming right now?
1610,T-Mobile,T-Mobile,Discovery,"25. If we hired you today, what would you accomplish first?"
1611,T-Mobile,T-Mobile,Diversity,26. When have you worked among a diverse group of people?
1612,T-Mobile,T-Mobile,Education,27. Tell me about your professional education.
1613,T-Mobile,T-Mobile,EQ,28. What does taking ownership mean to you?
1614,T-Mobile,T-Mobile,EQ,29. Tell me about a time you failed at something.
1615,T-Mobile,T-Mobile,Experience,30. When have you been asked to perform a function or complete a task that you had little or no experience in doing?
1616,T-Mobile,T-Mobile,Leadership,31. Share a time you helped a co-worker accomplish an important goal.
1617,T-Mobile,T-Mobile,Management,"32. Have you ever led a team project? If so, describe your experience and methodology or approach."
1618,T-Mobile,T-Mobile,Operational,"33. T-Mobile annually publishes transparency reports, which provide information about and responses to various requests for customer information. What are your thoughts on this practice?"
1619,T-Mobile,T-Mobile,Problem Solving,34. Tell us about a time you found a better way of doing something at work.
1620,T-Mobile,T-Mobile,Problem Solving,"35.  At T-Mobile, we pride ourselves on being resourceful. When have you resolved a problem in your workplace?"
1621,T-Mobile,T-Mobile,Salary,36. What are your salary expectations?
1622,T-Mobile,T-Mobile,Teamwork,37. What does teamwork mean to you?
1623,T-Mobile,T-Mobile,Teamwork,38. How do you develop trust among your team members?
1624,T-Mobile,T-Mobile,Teamwork,39. How do you like to spend your spare time?
1625,T-Mobile,T-Mobile,Teamwork,"40. At T-Mobile, we seek to hire those who are collaborative by nature. How do you get along in a team-based environment?"
1626,Mayo Clinic,Mayo Clinic,Behavioral,1. Our company prides itself on providing excellent customer service. How do you provide excellent customer service?
1627,Mayo Clinic,Mayo Clinic,Behavioral,"2. What is your greatest weakness, and what are you doing to improve?"
1628,Mayo Clinic,Mayo Clinic,Behavioral,3. Would you describe yourself as a compassionate person?
1629,Mayo Clinic,Mayo Clinic,Behavioral,"4. Can you work independently, or do you prefer to be closely supervised?"
1630,Mayo Clinic,Mayo Clinic,Behavioral,5. Do you consider yourself a patient person? How do you increase your patience level in challenging situations?
1631,Mayo Clinic,Mayo Clinic,Behavioral,6. Working in healthcare is a stressful career. How do you handle stress on the job?
1632,Mayo Clinic,Mayo Clinic,Behavioral,7. Name three of your greatest strengths related to your profession.
1633,Mayo Clinic,Mayo Clinic,Communication,8. How would you describe your communication skills?
1634,Mayo Clinic,Mayo Clinic,Direct,9. We conduct early-stage criminal background checks and drug tests on all of our candidates. Is there anything you would like to disclose at this time?
1635,Mayo Clinic,Mayo Clinic,Direct,10. Are you willing to work a flexible schedule rotating with 2nd and 3rd shifts?
1636,Mayo Clinic,Mayo Clinic,Discovery,11. How did you hear about this position?
1637,Mayo Clinic,Mayo Clinic,Discovery,12. How do you expect to make a difference at the Mayo Clinic?
1638,Mayo Clinic,Mayo Clinic,Discovery,13. Do you speak any foreign languages fluently?
1639,Mayo Clinic,Mayo Clinic,Discovery,"14. After reading the job description, what do you like most about this position?"
1640,Mayo Clinic,Mayo Clinic,Discovery,15. How do you stay up-to-date on the latest trends in your profession?
1641,Mayo Clinic,Mayo Clinic,Discovery,16. Why did you leave your last job?
1642,Mayo Clinic,Mayo Clinic,Discovery,17. Why do you want to work for the Mayo Clinic?
1643,Mayo Clinic,Mayo Clinic,Discovery,18. What is your experience working in the healthcare industry?
1644,Mayo Clinic,Mayo Clinic,Discovery,19. What do you like to do in your free time?
1645,Mayo Clinic,Mayo Clinic,Discovery,20. Why should we not hire you?
1646,Mayo Clinic,Mayo Clinic,Discovery,21. Tell me about your greatest accomplishment in the healthcare industry.
1647,Mayo Clinic,Mayo Clinic,Discovery,22. How would your references describe you?
1648,Mayo Clinic,Mayo Clinic,Discovery,23. What makes you the best candidate for this position?
1649,Mayo Clinic,Mayo Clinic,Discovery,24. Why did you pursue a career in healthcare?
1650,Mayo Clinic,Mayo Clinic,Education,25. Tell me about your education.
1651,Mayo Clinic,Mayo Clinic,General,26. What is the Mayo Clinic's mission?
1652,Mayo Clinic,Mayo Clinic,Leadership,27. Do you demonstrate leadership qualities even when you are not in a leadership role?
1653,Mayo Clinic,Mayo Clinic,Leadership,28. Do you see yourself as a leader? When have you led a team?
1654,Mayo Clinic,Mayo Clinic,Scenario,29. What would you do if a coworker asked you to help steal?
1655,Mayo Clinic,Mayo Clinic,Situational,30. How do you handle a dispute with a coworker or supervisor?
1656,Oracle,Oracle,,1. Talk about your previous user interface design experience in detail.  Why do you feel that this experience will translate well to this role with Oracle?
1657,Oracle,Oracle,,2. What SDLC models are you familiar in working with?
1658,Oracle,Oracle,,"3. If hired here at Oracle and tasked with helping design a UI for a new mobile app, what important factors would you consider in that design?"
1659,Oracle,Oracle,,4. How do you ensure that you have a healthy work-life balance in your career?
1660,Oracle,Oracle,,5. What do you feel is one of the top issues that is faced by data engineers today?
1661,Oracle,Oracle,,"6. If you can, please provide your thoughts on the function of managed object context in developing iOS apps and software."
1662,Oracle,Oracle,,"7. If hired here at Oracle, what do you feel would be the biggest hurdle for you to overcome from the start?"
1663,Oracle,Oracle,,"8. If you were asked to review a colleague's code that they had written, what key things would you look for?"
1664,Oracle,Oracle,,9. What do you feel are the primary features and benefits of the Java programming language?
1665,Oracle,Oracle,,10. We are looking for innovators to join us here at Oracle.  Where have you brought innovation in automation to a process in your career?
1666,Oracle,Oracle,,"11. If hired for this position at Oracle, what leadership skills would you bring to our team?"
1667,Oracle,Oracle,,"12. Do you consider yourself stronger in C++, C#, Java, or Python?"
1668,Oracle,Oracle,,13. What data cleaning methods are you familiar with and comfortable using if hired for this role at Oracle?
1669,Oracle,Oracle,,14. Culture fit is important to us at Oracle. How would you describe your personality?
1670,Oracle,Oracle,,"15. In your experience in software testing, would you consider yourself proficient in both testing and debugging processes?"
1671,Oracle,Oracle,,16. What software analysis and design tools do you have familiarity working with?
1672,Oracle,Oracle,,17. What experience do you have in the different types of software maintenance?
1673,Oracle,Oracle,,18. Do you have any unique skills or past work experiences that we can't see on your resume that would benefit the team here at Oracle?
1674,Oracle,Oracle,,"19. In designing Android software, what is your experience using parcelable versus serializable within an app?"
1675,Oracle,Oracle,,20. When do you consider a project to be finished?
1676,Oracle,Oracle,,21. How would you handle a situation where a colleague was being very difficult to work with?
1677,Oracle,Oracle,,22. What skills do you use to cope with the day to day stress and pressure on the job?
1678,Oracle,Oracle,,23. Do you have experience writing a custom exception in Java?
1679,Oracle,Oracle,,24. What is one unique personality trait you possess that would help you be successful in this role with Oracle?
1680,Oracle,Oracle,,"25. In SQL, how do you explain the differences between clustered and non-clustered indexes?  Can you name a time that you used each?"
1681,Oracle,Oracle,,"26. In your current work, what are the important steps you take in the data validation process?"
1682,Oracle,Oracle,,"27. Do you have experience working with different CASE tools?  If so, what do you have experience with?"
1683,Oracle,Oracle,,28. The next cloud engineer that we hire here at Oracle needs to be able build a system that can handle a high amount of traffic.  How would you test our system's ability to handle large amounts of traffic?
1684,Facebook,Meta,Accomplishment,1. What were you doing on your very best day at work?
1685,Facebook,Meta,Adaptability,2. Do you prefer change or the status quo?
1686,Facebook,Meta,Adaptability,"3. What would you have done if we did not show up to this interview, today?"
1687,Facebook,Meta,Capability,"4. How up to date are you on Meta's advancements with AI, AR, and VR?"
1688,Facebook,Meta,Career Goals,5. What are your developmental priorities over the next 6 months?
1689,Facebook,Meta,Communication,6. How would you describe what we do here at Meta?
1690,Facebook,Meta,Compatibility,"7. Which of our platforms do you connect with most, and how frequently?"
1691,Facebook,Meta,Compatibility,8. Why should Meta hire you?
1692,Facebook,Meta,Compatibility,9. What values form your character?
1693,Facebook,Meta,Compatibility,10. What makes you unique from the rest of the candidates in Meta's talent pool?
1694,Facebook,Meta,Compatibility,11. Which of Meta Platforms' products and services are you most excited about?
1695,Facebook,Meta,Compatibility,12. What will you contribute to Meta's mission and values?
1696,Facebook,Meta,Compatibility,13. Why do you want to work for Meta?
1697,Facebook,Meta,Compatibility,14. What do you believe were the biggest challenges Meta faced this year?
1698,Facebook,Meta,Conflict,15. What kind of disagreements have you had with colleagues and/or managers? How have you resolved them? Can you empathize with people whose points of view differ radically from yours?
1699,Facebook,Meta,Creative Thinking,16. Do you consider yourself more of a left-brained or right-brained person?
1700,Facebook,Meta,Creative Thinking,"17. What does the word ""innovation"" mean to you?"
1701,Facebook,Meta,Discovery,18. Tell me about yourself.
1702,Facebook,Meta,Diversity,19. How much experience do you have working in a diverse and inclusive environment?
1703,Facebook,Meta,EQ,20. How do you balance your personal life with your work life?
1704,Facebook,Meta,EQ,21. Do you take constructive criticism as an opportunity to improve? How have you approached improving your skills?
1705,Facebook,Meta,EQ,22. What would you consider a professional weakness of yours?
1706,Facebook,Meta,Experience,23. What is the riskiest decision you've made in your career?
1707,Facebook,Meta,Experience,24. What is your greatest strength?
1708,Facebook,Meta,Job Satisfaction,25. What motivates you at work?
1709,Facebook,Meta,Performance Based,26. How do you manage your priorities when multitasking becomes necessary?
1710,Facebook,Meta,Performance Based,27. Tell us about a time where you got really involved in your work.
1711,Facebook,Meta,Performance Based,28. How do you demonstrate your impact to push yourself and others? Are you self-directed in reaching goals despite challenges and roadblocks?
1712,Facebook,Meta,Problem Solving,29. How do you operate in an ambiguous and quickly changing environment? Are you comfortable making decisions and maintaining high levels of productivity when you are missing information or lack clarity?
1713,Facebook,Meta,Stress,"30. How do you manage your own stress, and the stress of your teammates, at work?"
1714,Facebook,Meta,Teamwork,31. What have you contributed to your teams?
1715,Facebook,Meta,Teamwork,32. How well do you communicate with teams?
1716,Facebook,Meta,Teamwork,33. Tell me about a memorable team experience.
1717,Cleveland Clinic,Cleveland Clinic,Behavioral,1. Our vision is to be the best place for care anywhere. How will you support or contribute to this vision?
1718,Cleveland Clinic,Cleveland Clinic,Behavioral,2. What do you think might be the greatest challenges faced in this job?  How will you overcome these challenges?
1719,Cleveland Clinic,Cleveland Clinic,Behavioral,"3. In your opinion, what is the most important quality you can possess as a healthcare professional?"
1720,Cleveland Clinic,Cleveland Clinic,Behavioral,4. Working in healthcare is a very demanding career path. What keeps you motivated on the hardest days?
1721,Cleveland Clinic,Cleveland Clinic,Behavioral,5. How do you handle communicating bad news to a fellow worker or subordinate?
1722,Cleveland Clinic,Cleveland Clinic,Behavioral,6. When are your leadership skills the most effective?
1723,Cleveland Clinic,Cleveland Clinic,Behavioral,7. What is your greatest weakness?
1724,Cleveland Clinic,Cleveland Clinic,Behavioral,"8. Do you think it is possible to be a good team member, yet disagree with the leader?"
1725,Cleveland Clinic,Cleveland Clinic,Behavioral,9. Do you consider yourself a patient person? How do you increase your patience level in challenging situations?
1726,Cleveland Clinic,Cleveland Clinic,Compatibility,"10. Are you comfortable working with a team of doctors, nurses and other healthcare professionals?"
1727,Cleveland Clinic,Cleveland Clinic,Compatibility,"11. In your current role, what does your typical day include?"
1728,Cleveland Clinic,Cleveland Clinic,Compatibility,12. What are your salary expectations?
1729,Cleveland Clinic,Cleveland Clinic,Compatibility,13. We see a lot of candidate interest for positions such as this. Why are you the best candidate for us?
1730,Cleveland Clinic,Cleveland Clinic,Compatibility,14. What type of career growth would you like to see with the Cleveland Clinic? How can we help you to advance?
1731,Cleveland Clinic,Cleveland Clinic,Competency,15. What makes you a great problem solver?
1732,Cleveland Clinic,Cleveland Clinic,Competency,16. How do you protect confidential patient data?
1733,Cleveland Clinic,Cleveland Clinic,Competency,17. How would you rate your knowledge of medical terminology?
